,APOGEE_ID_1,source_id,LOGG,TEFF,ALPHA_M,M_H,C_FE,N_FE,G,BP,RP,J,H,K,LOGG_ERR,TEFF_ERR,ALPHA_M_ERR,M_H_ERR,C_FE_ERR,N_FE_ERR,G_ERR,BP_ERR,RP_ERR,J_ERR,H_ERR,K_ERR,age,age_68U,age_68L,ageErr,logAge,logAgeErr,distKpc,distKpc_68u,distKpc_68l,distErrKpc,logDistKpc,logDistKpcErr
2997,2M19425474+4855219,2134761959171108480,2.4592549999999997,4835.2954,0.006298449,-0.019897275,-0.115921676,0.34860831,11.644774,12.196206,10.970622,10.037,9.552,9.463,0.04157434,76.49026500000001,0.012373867,0.032009155,0.033757314,0.049685977,0.0001936491926868289,0.0016672540284834447,0.0006816260510045247,0.021,0.018000000000000002,0.015,3.0174,3.1573,2.7227,0.21730000000000005,0.4796328860045707,0.03215802912507848,1.6578469,1.6691174000000002,1.6482001,0.010458650000000035,0.2195444215367881,0.0027384741929184636
2998,2M19005590+4905481,2131979335756461824,2.8976072999999998,4630.7666,0.031240933,0.35378635,0.04491079,0.36867285,12.145577000000001,12.76694,11.419668,10.466,9.908,9.772,0.047062077,66.91445,0.009203702,0.023374312999999997,0.022115142999999997,0.03390376,0.0001665360657532311,0.0010557022019896944,0.0004874736960269743,0.022000000000000002,0.016,0.013999999999999999,7.4218,9.4412,6.0228,1.7092,0.8705092469587773,0.09761437799271772,1.1414918,1.1574004,1.125356,0.016022199999999997,0.05747279604741685,0.006096848668554564
2999,2M19041856+4903428,2131943906568192896,2.9256919999999997,4934.38,0.01888453,-0.15730566,-0.08572742,0.30394056,12.199534,12.717456,11.55143,10.713,10.169,10.102,0.059969477,83.43571999999999,0.01403292,0.036260255,0.04125783,0.059149593,0.00015311134878404076,0.0017807859473972787,0.0007542977370678106,0.023,0.027999999999999997,0.022000000000000002,4.6718,5.8195,3.6932,1.0631499999999998,0.6694842423330308,0.09874142281801307,1.3920579,1.4139993,1.372461,0.02076914999999997,0.14365729930295723,0.006474591062496454
3000,2M19064188+4905109,2131286643431769728,2.6234045,4671.472,0.006534267,0.054944873,-0.14675736,0.35972264,10.540009,11.126527000000001,9.844124,8.935,8.368,8.25,0.052598037,69.14010999999999,0.011663308999999998,0.02803811,0.027682276000000002,0.041668862,0.00026705860842746176,0.0010252259314280643,0.0007265022325442239,0.022000000000000002,0.03,0.025,7.6551,9.3232,6.5313,1.39595,0.8839508683412067,0.07728268411260397,0.7508783,0.759745,0.7421642,0.008790399999999978,-0.12443044637984256,0.005083924639357758
3001,2M19064470+4900300,2131285784438299264,2.9009869999999998,4815.735,-0.014166373999999999,0.10598039599999999,-0.04079906,0.26519394,12.931544,13.500252,12.240933,11.366,10.804,10.712,0.061023027,87.98079,0.012561033999999999,0.028685214,0.03568202,0.049994573,0.0002766850760183015,0.00130704216200761,0.000677336031357223,0.023,0.03,0.025,4.6721,5.9505,3.7584,1.09605,0.6695121296915462,0.09977523004815059,1.8807179,1.9077237,1.8513986,0.028162550000000012,0.2743236580377682,0.006507772035043546
3002,2M19102806+4902583,2131251660918413568,2.4235637000000003,4687.0825,0.007900845,0.22351809,-0.044011727,0.39536825,11.612078,12.214342,10.901942,9.975,9.402000000000001,9.273,0.035423193,69.467834,0.010204245,0.025858613,0.0252707,0.038262576,0.00021278610690456112,0.0014408118927000668,0.0008367918999219182,0.022000000000000002,0.027999999999999997,0.024,6.0504,6.8373,5.1808,0.8282500000000002,0.7817840873880519,0.06024390438516508,1.4919514999999999,1.5071738000000001,1.4774064,0.014883699999999975,0.1737547054257058,0.004331679963705454
3003,2M19111959+4901348,2132740300882757120,2.3353197999999997,4675.8237,0.19328685,-0.6783178000000001,0.04317254,-0.08265650000000001,12.645373,13.217597,11.948029,11.008,10.484000000000002,10.341,0.07569747,80.205765,0.022084672000000003,0.039666455,0.048548058,0.06758360599999999,0.00018884281356768007,0.002072162985421455,0.0008808725323083966,0.026000000000000002,0.035,0.02,15.6011,19.7761,12.4452,3.66545,1.193155220603696,0.10056938458092535,2.3812622,2.4181812,2.346011,0.03608510000000001,0.37680721806078915,0.006579398170776962
3004,2M19114558+4900317,2132736418233079296,2.7065744,4561.0986,0.021242298,0.41814628,0.0047024786,0.46544614,10.635917999999998,11.281260000000001,9.89685,8.87,8.295,8.193,0.045590415999999995,64.05294,0.008746623,0.021718046,0.019920805,0.03087723,0.00025113488850925236,0.0006992615618650611,0.000851253739614366,0.027000000000000003,0.038,0.024,6.9592,8.8119,5.6546,1.5786499999999997,0.8425593178354738,0.0963338355792887,0.6311685,0.6395277,0.6215842,0.008971749999999987,-0.19985468378080976,0.006179696638000415
3005,2M19202329+4901222,2129586145620746880,2.4151452,4534.108,0.029778372,0.04367972,-0.033016134,0.26171985,11.428782,12.081223,10.680125,9.696,9.064,8.93,0.05188321,63.660088,0.011769778,0.026100986,0.024554636,0.03753562,0.0002635433037845303,0.0013668242751696535,0.001025932833456089,0.027000000000000003,0.028999999999999998,0.02,7.9347,9.8923,6.2373,1.8275000000000001,0.8995305113293609,0.10015032271873142,1.2294087999999999,1.2487667,1.2117971,0.01848479999999995,0.08969631743764701,0.006525700171582535
3006,2M19244408+4905045,2129923214653714816,2.6249142000000005,4718.413,0.020886209,0.01898873,-0.1158632,0.2728938,12.183826,12.791126,11.465303,10.53,9.929,9.852,0.053596415,71.20028,0.011999873000000001,0.029348812999999998,0.029569544,0.044195164,0.00015930739745706468,0.0011831896810765574,0.0004198486022610748,0.019,0.027000000000000003,0.023,4.7447,6.093,3.6694,1.2118,0.6762087578669049,0.1101180607498154,1.6094865999999999,1.6348593,1.5836895,0.025584900000000063,0.20668736525879716,0.006905172418417108
3007,2M19245919+4904405,2129924451604211840,2.7033277,5051.3477,-0.024963701,0.015619528,-0.19315399,0.36237600000000003,11.237647,11.715249,10.630825,9.859,9.435,9.317,0.045377057,87.053154,0.01202737,0.035485405,0.040309,0.057954125,0.0004534742710937678,0.0011923675747937956,0.0004102080664247776,0.021,0.027999999999999997,0.02,0.6367,0.6837,0.5932,0.04525000000000001,-0.1960651501361582,0.030832218771846803,1.3677002,1.3787446,1.3568126999999999,0.010965950000000021,0.13599091042889247,0.0034819622441860376
3008,2M19254981+4901424,2129735095087266688,2.3921294,4583.7354,0.21985424,-0.43622953,0.053275734000000005,0.08655873,11.85548,12.435055,11.154815,10.204,9.645,9.525,0.06192478,66.571625,0.017216973,0.034702300000000005,0.03479558,0.05172773,0.00017722763541616615,0.001242283725332305,0.0007400941131141536,0.021,0.017,0.016,9.3503,12.0568,7.4989,2.2789500000000005,0.9708255452312802,0.10311724731676764,1.566461,1.5903876000000001,1.5423747,0.02400644999999997,0.1949195867723759,0.006656544088435579
3009,2M19304193+4905158,2129785908839419264,2.4409926,4740.75,0.00032311678,0.11737599,-0.055607185,0.3810668,11.740155999999999,12.3274,11.040823,10.081,9.546,9.443,0.037789203,71.96489,0.011099281,0.028203287999999996,0.028379877999999997,0.042497717000000004,0.00019518182560629427,0.0010925848263632076,0.0007330248144876705,0.021,0.018000000000000002,0.016,4.5211,5.167999999999998,4.121,0.523499999999999,0.6552441130877977,0.04915994523121964,1.6200156,1.63486,1.6061268,0.014366599999999948,0.20951919661750595,0.003850369633460443
3010,2M19310148+4903065,2129784847987748352,2.6525414,4578.222,0.034977254,0.39943206,0.009570091999999999,0.5922934,11.115196000000001,11.754071000000001,10.382936,9.373,8.85,8.692,0.04599494,64.74929,0.0088771675,0.022147836,0.020475876,0.031647853999999996,0.0003438353509443992,0.00142678741113067,0.0010184350131170472,0.021,0.018000000000000002,0.016,4.0545,5.3076,3.4002,0.9537,0.6079373047544067,0.09669686119604448,0.9163792,0.9300086,0.9028381000000001,0.013585249999999974,-0.037924776998727136,0.00643854323029934
3011,2M19310927+4901234,2129781824330772480,2.417752,4592.002,0.02843583,-0.117749915,-0.07656665,0.12613635,10.145569,10.734152,9.45241,8.479,7.937,7.831,0.055354837000000004,66.23719,0.013375603,0.029395705,0.028671267,0.043214068,0.00031687684333925326,0.0009127479490800283,0.0008453288988941043,0.024,0.018000000000000002,0.021,7.2963,10.2917,6.2373,2.0272,0.8631026824566014,0.10874524251668188,0.6780305,0.6878384999999999,0.6662388,0.010799849999999993,-0.16875076972619613,0.006928279712826987
3012,2M19322965+4905529,2129037661118152576,2.648386,4647.4497,0.020525225,0.07367466,-0.026991162000000003,0.31491584,12.774815,13.383182000000001,12.056877,11.058,10.53,10.407,0.052088275999999996,68.10861,0.011491738,0.027385455,0.026758177,0.04042487,0.00016695793469634346,0.0011574352176479952,0.0006376141339770047,0.021,0.018000000000000002,0.017,6.7917,7.8497,5.813,1.0183500000000003,0.8319784941937808,0.06522636811518251,2.1024094,2.1253868000000002,2.0820920999999997,0.021647350000000187,0.3227172896410089,0.004469021335741202
3013,2M19325178+4902289,2129034293863803136,2.535056,4648.931,0.10634875,-0.21677034,0.02284865,0.12805766,13.249654999999999,13.836649,12.536259,11.561,10.995,10.909,0.05816955,69.27293399999999,0.014546535,0.031959176,0.032402299999999995,0.04816302,0.00019319178372279033,0.0015011735589365305,0.0008208735916459542,0.021,0.019,0.017,9.9533,12.1621,8.5507,1.8056999999999999,0.9979670942312694,0.07650345021460986,2.5006735,2.5321381,2.4742864,0.028925850000000083,0.3980569918485359,0.0050187099520971334
3014,2M19383069+4901109,2134802194424928128,2.513707,4710.420999999999,0.0018465966,0.2869598,-0.06945115,0.5195968,9.78228,10.370828999999999,9.092164,8.165,7.646,7.537999999999999,0.03497446,70.333466,0.009703504,0.025333209,0.02481836,0.037584003,0.00036579207908005174,0.0015163115005334404,0.001812296207259756,0.026000000000000002,0.027000000000000003,0.023,2.6763,2.7852,2.5533,0.11595,0.4275347940890435,0.01887727063418268,0.6823539999999998,0.6865633,0.6768618000000001,0.004850750000000005,-0.1659902582466479,0.003090290054165515
3015,2M19393539+4900241,2134804221649554688,2.5805707,4641.8306,0.021687232,-0.09783754,-0.07960332,0.15847567,13.135198,13.733403,12.414035,11.442,10.887,10.786,0.0638923,79.3497,0.014720622,0.029012395,0.03439087,0.048787187999999995,0.00026360731460006726,0.001092317430264611,0.0007506236909327058,0.022000000000000002,0.018000000000000002,0.013999999999999999,10.393,12.7283,9.0157,1.8563,1.0167409272862598,0.07488547543456125,2.312359,2.3401916999999997,2.2882313,0.025980199999999967,0.3640552603780409,0.004875756403957404
3016,2M19424145+4900432,2134769209075917824,2.9704878,5043.0767,0.026119519,-0.035236083,-0.3212085,0.63048154,11.188422000000001,11.690205,10.559944,9.717,9.29,9.204,0.05696979,86.74776,0.012522252,0.036291346,0.041300494,0.05929849,0.00034423361450208745,0.0014173200993117252,0.0006077901650713979,0.019,0.018000000000000002,0.015,0.8253,0.9814,0.6998,0.14080000000000004,-0.08338815489065401,0.07343605774900454,1.2282862,1.2459641,1.2116300000000002,0.017167049999999903,0.0892995725044548,0.0060677556118733725
3017,2M19470600+4901232,2086801399406676864,3.2696579,5015.715999999999,0.012623489,-0.0664475,-0.13784397,0.25128603,10.622387,11.119896,9.999794,9.195,8.721,8.638,0.05740213,85.40555,0.012836335,0.03633513,0.041067187000000005,0.059066445,0.0002802653385380882,0.0011204296727462815,0.0006555584813883186,0.021,0.023,0.016,3.4889,4.3383,2.7861,0.7761000000000002,0.5426885217351333,0.09616144028426771,0.496895,0.5040367,0.49034289999999997,0.006846900000000005,-0.3037353733155151,0.005981134135798344
3018,2M19473927+4900441,2086821499853671424,2.4588127,4713.15,0.010027669,0.15137741,-0.040741853,0.32726717,10.883267,11.503182,10.165923,9.207,8.664,8.519,0.036834907,70.70908,0.01080446,0.027268857,0.027082115,0.04074754,0.00038926513105441707,0.0017783884643618464,0.0005997622621212173,0.021,0.02,0.016,5.4137,5.9013,4.8417,0.5297999999999998,0.7334941856874492,0.04297490839710272,1.0465044000000001,1.0543729000000002,1.0387234,0.007824749999999995,0.019741058658177105,0.0032471597905963847
3019,2M19475132+4903336,2086822083969261824,2.7070582,4766.7715,0.047136027000000004,-0.16094926,-0.062363654000000004,0.25124735,11.423121,12.011616,10.719571,9.774,9.232000000000001,9.111,0.05748965,73.7009,0.013838791000000001,0.033203766,0.034626894,0.05104115,0.00023886350690949243,0.0011092573265736316,0.0005997566466597881,0.021,0.018000000000000002,0.016,5.2813,6.8364,4.2727,1.28185,0.7227408379380382,0.10206253241404861,1.048887,1.0653379,1.0336892,0.01582434999999998,0.020728702759926238,0.006548699393262568
3020,2M19483187+4904017,2086776071981925120,3.0819693,4913.52,-0.0034918320000000003,-0.116968796,-0.102698475,0.29589152,12.19032,12.749696,11.510575,10.597000000000001,10.094,9.999,0.060955394,85.21883000000001,0.013947151999999999,0.034823573999999996,0.04083203,0.058037255,0.00014301716770193096,0.0013355019803373835,0.0007593045923515174,0.024,0.018000000000000002,0.013000000000000001,6.9139,8.8081,5.5399,1.6340999999999997,0.8397230937828615,0.10069015560536643,0.9452668999999999,0.9596134,0.9321803999999999,0.013716499999999996,-0.024445549341112316,0.00629816828950684
3021,2M19485268+4903524,2086780989723079808,2.6316173,4800.736,0.06338396,-0.30983886,-0.044380962999999995,0.23600402,12.39665,12.988838000000001,11.687203,10.729000000000001,10.148,10.072000000000001,0.06535519,81.41449,0.016451761000000002,0.036106665,0.04222686,0.059907857,0.00015476510143330735,0.0009619172556829536,0.0007573999277998844,0.024,0.018000000000000002,0.013000000000000001,9.5167,11.3503,7.6754,1.8374500000000005,0.9784863790311057,0.0849531613636062,1.7563951999999998,1.7776672,1.7358007,0.020933250000000042,0.2446222415635494,0.005175300044585759
3022,2M18550270+4906586,2131861408835468544,2.3379119999999998,4666.2373,0.046895325,-0.06531912,-0.009328894,0.25256032,12.242847,12.84864,11.526152,10.549000000000001,9.955,9.807,0.042975686,80.896484,0.014404496999999999,0.028876157000000003,0.0346511,0.048990306,0.00018795718894737412,0.001646675361703931,0.0010906434676338783,0.02,0.016,0.016,8.3675,10.785,6.6834,2.0508,0.9225957210298147,0.10391134755454945,1.9297494,1.9580156,1.8988908,0.029562400000000023,0.285500914570706,0.00665807862132245
3023,2M18580773+4911455,2132180065347338880,2.4563843999999997,4712.8022,-0.015042037,0.23643492,-0.086936116,0.47135889999999997,10.057935,10.637803,9.376797,8.437999999999999,7.931,7.82,0.035678707000000004,70.52994,0.010099998,0.026057541,0.025670566000000002,0.038774893,0.0004119959635195958,0.0006847824521460932,0.0013736785929330253,0.028999999999999998,0.031,0.021,4.0999,4.7296,3.8028,0.4633999999999998,0.6127732640422169,0.04736046357039375,0.7770923000000001,0.7840789,0.7700163999999999,0.00703125,-0.1095273943265083,0.003929895962308208
3024,2M19013400+4908307,2132003696811017088,2.4947529999999998,4835.561,0.01444114,0.047324784,-0.07829591,0.26057708,11.825897,12.385745,11.148375,10.259,9.725,9.617,0.040546547999999995,76.35405,0.011731766000000001,0.03088653,0.032370057,0.047789395,0.00019988310208218785,0.0022177465385575523,0.0007349782728205412,0.023,0.027000000000000003,0.021,3.9798,4.5414,3.6728,0.43430000000000013,0.59986124768202,0.04609623793145812,1.7928063,1.8058022,1.7762328,0.014784700000000043,0.2535333696595509,0.003585146142187981
3025,2M19100488+4906440,2131252760430039296,2.7184339,4746.128,0.03182187,0.004950696599999999,-0.08553430000000001,0.2620537,12.350545,12.875164999999999,11.694106,10.828,10.273,10.179,0.05839076,78.53392,0.012881046,0.029547535,0.03313516,0.047883935,0.00017750112851100397,0.0011310498386385426,0.000922886293506231,0.023,0.028999999999999998,0.025,7.829,9.8832,6.1859,1.8486500000000001,0.8937062930647135,0.10174734449294343,1.6015702,1.6273705,1.5779382,0.02471614999999997,0.2045459794059952,0.006698224525435226
3026,2M19110062+4906529,2132741533533785984,2.7591581,4623.0293,0.0064475240000000005,0.28467998,-0.10164261,0.32675737,9.812932,10.43773,9.096125,8.131,7.571000000000001,7.406000000000001,0.04818089,66.723816,0.00972203,0.024142043999999998,0.022924978,0.035067047999999996,0.0004337413617916397,0.0010217107567611627,0.0014138447126510467,0.023,0.031,0.02,8.161,9.933,6.3826,1.7752,0.9117433778559316,0.09604140379576526,0.425341,0.4319744,0.41927600000000004,0.006349199999999996,-0.37126275221299804,0.0064790033244422895
3027,2M19111829+4911203,2132742976642795136,2.4414523,4696.725,0.016342517,-0.01487783,-0.038920455,0.10154354,13.045011,13.63357,12.33168,11.379000000000001,10.787,10.69,0.043367952,84.16429000000001,0.014073286,0.028466137000000002,0.035306397999999996,0.049440414,0.00041886309094518737,0.0015785261018885777,0.0008076650024990695,0.023,0.028999999999999998,0.025,8.4747,11.0875,6.7251,2.1812,0.9281243333470237,0.10856744315141975,2.0777413,2.1110927999999998,2.0421139,0.03448944999999992,0.3175914724912922,0.007213681564730123
3028,2M19230181+4906142,2129562677919706240,2.7437284,4614.0845,0.0037150866999999996,0.23017919,0.0033745616999999997,0.28511804,13.176819,13.80075,12.441478,11.45,10.905999999999999,10.775,0.04906431,66.46169,0.010151356,0.02472619,0.023523679,0.03593131,0.0002652802013314304,0.0015962050366036262,0.0009426363964926132,0.023,0.027999999999999997,0.022000000000000002,8.5039,10.4582,6.6834,1.8874,0.929618144541635,0.09722974429129616,1.9718012,2.0020915,1.9431218,0.029484850000000052,0.2948631265812535,0.006491948818209109
3029,2M19244351+4909264,2129927917638264704,3.2739124,4996.8447,0.08610394,-0.35617328,-0.00781709,0.034282923,12.557564999999999,13.055013,11.921097999999999,11.107999999999999,10.644,10.559000000000001,0.06641592,89.34416999999999,0.016728053,0.041576262999999995,0.050765313,0.07094948,0.0001843536744350338,0.0010833555178912935,0.0005322302670318635,0.023,0.027999999999999997,0.025,10.5752,13.0577,8.414,2.3218500000000004,1.0242885895766336,0.09543208940411618,1.0009126,1.0150523,0.9859842,0.014534049999999979,0.0003961564054990437,0.006309232001227576
3030,2M19252793+4909210,2129930082301777536,2.9735617999999997,4850.534000000001,0.02335902,0.001925949,-0.07323374,0.26909924,11.970243,12.516946,11.300621000000001,10.427999999999999,9.907,9.822000000000001,0.054846868,77.14792,0.012161436000000001,0.03191216,0.033769976,0.0496664,0.0001557047252098709,0.001034990368986577,0.0007692780906087826,0.021,0.017,0.015,5.8983,7.4966,4.7315,1.3825500000000002,0.7707268579124806,0.09993274707988176,0.9978354,1.0127017,0.9829694,0.014866150000000005,-0.000941092748064206,0.006470770318531835
3031,2M19293915+4909490,2129708015313795968,2.4802592,4680.7056,0.056568797999999997,-0.20347112,-0.012119234,0.19325797,12.115957,12.702478999999999,11.413569,10.474,9.914,9.79,0.057721894,70.062035,0.014314608000000001,0.032355897,0.03284840000000001,0.04880989,0.00018735168666572655,0.0014511578225695487,0.0008285323356094221,0.027000000000000003,0.028999999999999998,0.02,7.0645,8.4221,4.8417,1.7902,0.8490814294648007,0.12021125870442251,1.8039197,1.8425456,1.7721475,0.03519904999999994,0.25621720137494974,0.008459189169522735
3032,2M19331066+4909565,2129036905203976064,2.6612597,4597.4585,-0.0017515420999999998,0.22484416,4.1946769999999994e-05,0.4104789000000001,12.433272,13.061032,11.700164,10.714,10.156,10.035,0.049052122999999996,65.80759,0.010194573,0.024564608999999998,0.02324232,0.03556152,0.0001779719365424537,0.0011912156426319154,0.0008985663996130544,0.021,0.016,0.013000000000000001,6.0541,7.1459,5.4312,0.8573500000000003,0.7820495902395681,0.05958056935444678,1.7508846,1.7680164999999999,1.7351216,0.016447450000000002,0.24325752287682775,0.004078198762343069
