,APOGEE_ID,KIC,RA,DEC,FE_H,A_FE,age,age_68L,age_68U,mass,mass_68L,mass_68U,dist,dist_68L,dist_68U,Av,Av_68L,Av_68U,evstate
616,2M19492890+4001442,4946632,297.37043,40.02896,0.35492,0.01066,7.1076,5.559,8.8359,1.2022,1.111,1.2646,1224.6983,1204.3147,1243.0487,0.7259,0.655,0.7998,1
617,2M19505857+4000085,4948344,297.74404,40.00237,0.166,0.01148,1.5476,1.3725,1.6029,1.8646,1.8364,1.9989,1020.4836,1010.4155,1031.9293,0.2393,0.1877,0.3048,2
618,2M19510579+4004300,4948479,297.77414,40.07503,0.06573999999999999,0.06949,10.4616,8.414,13.3459,1.0234,0.9697,1.1014,986.0379,971.3148,1001.1087,0.2707,0.195,0.3423,1
619,2M19523864+4000578,4950323,298.16104,40.01608,0.03723,0.01889,10.7014,7.1614,12.0725,1.0413,0.9908,1.1413,1202.0631,1180.1846,1226.0426,0.1914,0.125,0.3111,1
620,2M19534240+4004039,4951617,298.42669,40.06777,0.03262,0.00528,2.1469,2.0654,2.2541,1.6216,1.6065,1.6443,1072.1438,1064.2408,1080.1505,0.4166,0.3713,0.4448,2
621,2M19542568+4002582,4952454,298.60703,40.04951,0.2542,0.00023,3.1784,2.541,3.9479,1.5009,1.3947,1.5774,997.3916,982.8787,1012.0325,0.4337,0.3691,0.5049,1
622,2M19542848+4001357,4952516,298.61868,40.0266,0.24447,0.01826,4.6032,3.6141,5.6865,1.3163,1.264,1.432,1157.3546,1141.5635,1175.5512,0.4174,0.345,0.4843,1
623,2M19550249+4003100,4953262,298.7604,40.0528,-0.047060000000000005,-0.00091,5.9487,4.7315,7.5582,1.1767,1.0964,1.2425,679.2272,669.0059,689.449,0.3447,0.275,0.4222,1
624,2M18573038+4011144,4991033,284.37662,40.18736,-0.013069999999999998,0.07803,9.3656,8.0353,11.3438,1.045,0.9931,1.1014,1174.5237,1160.6729,1187.0969,0.29600000000000004,0.2458,0.3348,1
625,2M18584812+4011357,4991732,284.70053,40.19327,0.16934000000000002,-0.0017399999999999998,2.0357,1.6103,2.4259,1.6857,1.5779,1.778,937.2679,925.7632,950.8338,0.4905,0.425,0.5529999999999999,1
626,2M19061805+4008027,4995788,286.57524,40.1341,0.28585,0.060370000000000014,10.2979,8.2224,12.7449,1.0722,1.0045,1.1354,681.8995,672.2023,691.2621,0.1912,0.1253,0.2548,1
627,2M19083351+4011218,4997023,287.1396299999999,40.18941,-0.11551,0.01088,2.421,1.9275,3.0654,1.5186,1.4177,1.6141,1069.2425,1053.1738,1087.3346,0.3886,0.315,0.4656,1
628,2M19131774+4007193,5000089,288.3239200000001,40.12205,-0.1692,0.02927,4.8716,3.9355,6.1967,1.1883,1.1428,1.2912,954.2097,940.806,968.7706,0.1682,0.095,0.2372,1
629,2M19133911+4011046,5000307,288.41299,40.18464,-0.25168,0.04448,2.2859,2.1218,2.4256,1.5161,1.4862,1.5486,1403.9593,1393.4776,1414.1135,0.2352,0.195,0.2607,2
630,2M19165642+4008317,5002732,289.23509,40.14216,-0.0262,0.02397,8.8111,6.9984,11.1163,1.0511,0.9999,1.1314,1244.3006,1226.027,1263.1633,0.4129,0.3397,0.485,1
631,2M19175217+4008536,5003442,289.4674,40.14823,0.18908,-0.01417,1.9909999999999999,1.6032,2.4353,1.6829,1.5808,1.7863,1823.0134,1790.6061,1855.6177,0.3786,0.3199,0.465,1
632,2M19180114+4007142,5003549,289.50475,40.12063,0.07596,0.00013000000000000002,6.972,5.5182,8.8107,1.1356,1.0764,1.2231,939.8933,924.7408,953.9072,0.2068,0.1252,0.2748,1
633,2M19180702+4010413,5003625,289.52928,40.17816,-0.01541,0.01035,3.325,2.6607,4.2067,1.406,1.3159,1.4926,1389.3479,1369.3043,1410.8654,0.3519,0.285,0.4274,1
634,2M19195851+4006062,5005173,289.99381,40.10173,0.11457,0.03296,9.417,8.2054,11.0873,1.0758,1.0232,1.1188,2114.3562,2091.7029,2136.3248,0.2415,0.1954,0.2948,1
635,2M19212464+4010013,5006454,290.3527,40.16703,0.17179,0.0116,1.1376,0.9781,1.2157,2.0345,1.9951,2.1501,1055.7806,1047.4659,1065.3365,0.1308,0.105,0.1818,2
636,2M19214942+4008446,5006817,290.45595,40.14574,0.18732,0.01756,4.7746,3.7584,5.9212,1.3205,1.2309999999999999,1.3929,598.1846,589.5219999999999,606.8909,0.0714,0.005,0.14300000000000002,1
637,2M19243733+4009169,5008936,291.15557,40.15472000000001,0.2357,0.01395,6.1835,4.7315,7.7038,1.237,1.151,1.3181,1362.0494,1341.2198,1382.5951,0.2417,0.185,0.3284,1
638,2M19244189+4007410,5008996,291.17455,40.12807,-0.34584000000000004,0.17868,9.6053,7.6736,12.3045,0.9744,0.9375,1.0677,1566.06,1541.6649,1590.3339,0.2699,0.1909,0.3349,1
639,2M19333315+4010306,5016549,293.38815,40.17517,-0.48775,0.05208,2.8626,2.3174,3.5508,1.392,1.3061,1.4776,1305.0699,1286.767,1323.185,0.2027,0.145,0.2686,1
640,2M19344966+4010038,5017711,293.70693,40.16772,0.13423,-0.01295,5.5282,4.9545,6.4578,1.214,1.1488,1.2588,1497.8629,1484.2259,1509.7105,0.35100000000000003,0.3246,0.3948,2
641,2M19345356+4009298,5017766,293.72318,40.15828,-0.0249,0.03223,7.44,5.821000000000001,10.0745,1.1096,1.0327,1.1939,1726.745,1693.9862,1755.8599,0.3814,0.3032,0.4749,1
642,2M19354361+4006062,5018570,293.93175,40.10175,-0.16382,0.03155,4.5025,4.043,5.1863,1.2288,1.179,1.2762,2022.1937,2003.4566,2039.3247,0.3501,0.3053,0.3848,2
643,2M19355072+4007349,5018689,293.96135,40.12638,0.30735,0.01138,4.5714,3.6585,5.6864,1.3437,1.2705,1.4342,1035.0975,1019.7645,1048.8865,0.1663,0.1146,0.2448,1
644,2M19395308+4009226,5022741,294.9711700000001,40.1563,0.0182,0.10867,10.9378,9.2257,12.6775,1.0309,0.9799,1.0763,1797.3149,1778.5254,1817.5349,0.5105,0.475,0.5618,1
645,2M19405560+4006292,5023889,295.23167,40.10812,0.19634,0.0139,6.2683,4.4813,7.1596,1.2259,1.1791,1.3427,1332.0832,1315.0124,1350.476,0.2993,0.235,0.3598,1
646,2M19410203+4006280,5024043,295.2584700000001,40.1078,-0.09322,0.016819999999999998,1.4248,1.364,1.4624,1.8245,1.8029,1.8528,2343.2658,2325.4120000000003,2359.3068,0.6584,0.625,0.6974,2
647,2M19413683+4009031,5025021,295.40347,40.15087,0.06434,0.01164,6.4792,5.559,7.4938,1.1753,1.1271,1.2345,1998.0579,1974.6948,2014.8809,0.4607,0.395,0.4794,1
648,2M19421683+4008114,5025895,295.57013,40.13652,0.14877,-0.03415,2.1543,1.7579,2.6353,1.6269,1.5333,1.7217,950.6993,936.9794,962.7245,0.2004,0.125,0.2552,1
649,2M19472726+4011199,5031925,296.86361,40.18888,-0.07099,0.01179,4.8589,3.9355,6.7681,1.2532,1.1479,1.3242,1435.4660000000001,1406.0153,1460.4962,0.3427,0.2381,0.4248,1
650,2M19473707+4008381,5032140,296.90447,40.14392,0.11104,0.0032600000000000003,2.4124,1.7989,2.9872,1.5653,1.4755,1.706,1381.5462,1361.9776,1410.8493,0.3512,0.275,0.4363,1
651,2M19490441+4011101,5033804,297.2684,40.18614,-0.07584,0.01394,1.2844,1.2342,1.3329,1.8945,1.8619999999999999,1.9545,1243.9001,1233.1048,1257.4235,0.3514,0.305,0.4006,2
652,2M19492847+4011410,5034206,297.36863,40.19473,0.23799,-0.01476,5.5453,4.4238,6.9966,1.2518,1.1851,1.3426,1331.975,1313.7113,1352.3432,0.447,0.375,0.5134,1
653,2M19495106+4010119,5034571,297.46278,40.16998,0.29524,0.01354,4.7989999999999995,3.7196,6.0928,1.3075,1.2365,1.4189,969.8599,956.0923,984.4024,0.4076,0.3281,0.465,1
654,2M19503280+4010153,5035304,297.63669,40.17092,0.21133,0.01081,6.0297,4.8417,7.6182,1.2138,1.1474,1.3001,1089.7125,1072.7537,1105.9607,0.4163,0.3404,0.4849,1
655,2M19543360+4010082,5040572,298.64001,40.16897,0.057579999999999985,-0.01233,1.1434,1.0457,1.1611,2.0184,1.9706,2.0891,874.5639,864.7884,880.0451,0.3948,0.3558,0.435,2
656,2M19544785+4010138,5040851,298.69938,40.1705,-0.24432,0.19344,10.7091,8.4528,13.6403,0.9962,0.9246,1.0492,1165.0824,1146.8323,1183.3766,0.5291,0.4507,0.6049,1
657,2M19562817+4010497,5042916,299.11739,40.18048,0.04745,0.00644,1.8895,1.7227,1.9725,1.7023,1.6671,1.7581,2069.7622,2056.6958,2086.815,0.7016,0.6691,0.7449,2
658,2M19050067+4015299,5083205,286.25279,40.25833,-0.04399,0.00079,4.2538,3.4277,5.4141,1.2865,1.2142,1.374,1340.336,1322.8178,1362.9428,0.3794,0.2998,0.4448,1
659,2M19074241+4017127,5084662,286.92674,40.28688,-0.27265,0.00421,2.7233,2.541,2.9484,1.4277,1.3936,1.4587,1594.0973,1583.0692,1605.2799,0.3798,0.345,0.4133,2
660,2M19081825+4015596,5084999,287.07607,40.26657,0.39581,0.02217,4.691,3.7584,5.8559,1.3306,1.2629,1.4254,1537.4012,1515.3049,1560.398,0.5838,0.5319,0.6648,1
661,2M19115123+4013021,5087190,287.96348,40.21727,0.24972,-0.0207,1.3714,1.2972,1.4283,1.9537,1.923,2.0364,2145.6147,2128.6292,2165.1212,0.2781,0.2278,0.315,2
662,2M19205327+4014146,5094118,290.222,40.2374,-0.07768,0.01241,2.1422,1.7179,2.6903,1.5799,1.4832,1.6826,1314.1129999999998,1294.7623,1335.0216,0.1583,0.075,0.2202,1
